,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,US8-C,AMAuT,WHN-L1,0.6045,0.0,0.6987,0.0053,0.0943,0.0053
1,US8-C,AMAuT,ENSC-L1,0.5349,0.0,0.6316,0.0139,0.0967,0.0139
2,US8-C,AMAuT,PSH-L1,0.6038,0.0004,0.6099,0.0071,0.0061,0.0071
3,US8-C,AMAuT,TST-L1,0.5183,0.0,0.6366,0.0029,0.1183,0.0029
4,US8-C,AMAuT,Global,0.5665,0.0001,0.6452,0.0053,0.0787,0.0052
