,Model,Num of Params,Corruption,Befor Adaptation,After Adaptation
0,AMAuT,99080852,WHN-L1,0.6044526905130494,0.7039758209862931
1,AMAuT,99080852,ENSC-L1,0.5348702193417478,0.6327533413731824
2,AMAuT,99080852,PSH-L1,0.6042402243598063,0.6146398372558259
3,AMAuT,99080852,TST-L1,0.5182993253588293,0.6379192764896091
4,AMAuT,99080852,Global,0.5666229967659066,0.649824455344586
