,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,AMAuT,WHN-L1,0.7748,0.0,0.939,0.0008,0.1642,0.0008
1,SC2-C,AMAuT,ENQ-L1,0.8451,0.0,0.9128,0.0006,0.0677,0.0006
2,SC2-C,AMAuT,END1-L1,0.9038,0.0,0.9352,0.0005,0.0314,0.0005
3,SC2-C,AMAuT,END2-L1,0.9084,0.0001,0.9416,0.0005,0.0331,0.0006
4,SC2-C,AMAuT,ENSC-L1,0.7434,0.0,0.9235,0.0015,0.1801,0.0014
5,SC2-C,AMAuT,PSH-L1,0.7395,0.0,0.9087,0.0004,0.1692,0.0005
6,SC2-C,AMAuT,TST-L1,0.8871,0.0,0.9535,0.0004,0.0664,0.0004
7,SC2-C,AMAuT,Global,0.8289,0.0,0.9306,0.0003,0.1017,0.0003
