,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,AMAuT,WHN-L2,0.7585,0.0001,0.9356,0.0003,0.1771,0.0003
1,SC2-C,AMAuT,ENQ-L2,0.8568,0.0001,0.9086,0.0006,0.0518,0.0006
2,SC2-C,AMAuT,END1-L2,0.9078,0.0,0.9383,0.0007,0.0305,0.0007
3,SC2-C,AMAuT,END2-L2,0.902,0.0,0.9391,0.0007,0.0371,0.0007
4,SC2-C,AMAuT,ENSC-L2,0.7493,0.0,0.9054,0.0013,0.1561,0.0013
5,SC2-C,AMAuT,PSH-L2,0.5857,0.0001,0.8882,0.0015,0.3025,0.0015
6,SC2-C,AMAuT,TST-L2,0.8744,0.0001,0.9494,0.0006,0.075,0.0006
7,SC2-C,AMAuT,Global,0.8049,0.0,0.9235,0.0003,0.1186,0.0003
