,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,PANNs,WHN-L1,0.7129,0.0,0.8406,0.0035,0.1278,0.0035
1,SC2-C,PANNs,ENQ-L1,0.7519,0.0,0.8119,0.0046,0.0599,0.0046
2,SC2-C,PANNs,END1-L1,0.8368,0.0,0.8511,0.005,0.0143,0.005
3,SC2-C,PANNs,END2-L1,0.8401,0.0,0.8607,0.0028,0.0206,0.0028
4,SC2-C,PANNs,ENSC-L1,0.6817,0.0,0.8186,0.0039,0.137,0.0039
5,SC2-C,PANNs,PSH-L1,0.7042,0.0,0.7244,0.0051,0.0202,0.0051
6,SC2-C,PANNs,TST-L1,0.707,0.0,0.8083,0.0114,0.1012,0.0114
7,SC2-C,PANNs,Global,0.7478,0.0,0.8165,0.0027,0.0687,0.0027
