,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,HuBERT,WHN-L2,0.932,0.0,0.9733,0.0003,0.0413,0.0003
1,SC2-C,HuBERT,ENQ-L2,0.9425,0.0,0.9696,0.0003,0.0271,0.0003
2,SC2-C,HuBERT,END1-L2,0.9628,0.0,0.9723,0.0005,0.0095,0.0005
3,SC2-C,HuBERT,END2-L2,0.9587,0.0,0.9735,0.0004,0.0148,0.0004
4,SC2-C,HuBERT,ENSC-L2,0.9229,0.0,0.9686,0.0009,0.0456,0.0009
5,SC2-C,HuBERT,PSH-L2,0.6987,0.0,0.9617,0.0006,0.2631,0.0006
6,SC2-C,HuBERT,TST-L2,0.9408,0.0,0.9736,0.0009,0.0328,0.0009
7,SC2-C,HuBERT,Global,0.9083,0.0,0.9704,0.0003,0.062,0.0003
