,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,HuBERT,WHN-L1,0.9354,0.0,0.9734,0.0004,0.038,0.0004
1,SC2-C,HuBERT,ENQ-L1,0.9346,0.0,0.9669,0.0006,0.0323,0.0006
2,SC2-C,HuBERT,END1-L1,0.9577,0.0,0.9707,0.0005,0.0129,0.0005
3,SC2-C,HuBERT,END2-L1,0.964,0.0,0.9733,0.0004,0.0093,0.0004
4,SC2-C,HuBERT,ENSC-L1,0.9197,0.0,0.9702,0.0003,0.0505,0.0003
5,SC2-C,HuBERT,PSH-L1,0.8268,0.0,0.965,0.0004,0.1382,0.0004
6,SC2-C,HuBERT,TST-L1,0.9431,0.0,0.9734,0.0009,0.0302,0.0009
7,SC2-C,HuBERT,Global,0.9259,0.0,0.9704,0.0003,0.0445,0.0003
