,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,PANNs,WHN-L2,0.8624,0.0,0.8933,0.0031,0.0309,0.0031
1,SC2-C,PANNs,ENQ-L2,0.8619,0.0,0.8955,0.0017,0.0336,0.0017
2,SC2-C,PANNs,END1-L2,0.8906,0.0,0.904,0.0029,0.0134,0.0029
3,SC2-C,PANNs,END2-L2,0.8805,0.0,0.9021,0.0035,0.0216,0.0035
4,SC2-C,PANNs,ENSC-L2,0.8435,0.0,0.8815,0.0048,0.038,0.0048
5,SC2-C,PANNs,PSH-L2,0.8468,0.0,0.8732,0.0018,0.0264,0.0018
6,SC2-C,PANNs,TST-L2,0.367,0.0,0.8292,0.0123,0.4622,0.0123
7,SC2-C,PANNs,Global,0.7933,0.0,0.8827,0.001,0.0894,0.001
