,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,PANNs,WHN-L2,0.8624,0.0,0.8941,0.0017,0.0317,0.0017
1,VS-C,PANNs,ENQ-L2,0.8619,0.0,0.8959,0.0004,0.034,0.0004
2,VS-C,PANNs,END1-L2,0.8906,0.0,0.902,0.0014,0.0115,0.0014
3,VS-C,PANNs,END2-L2,0.8805,0.0,0.9033,0.0007,0.0228,0.0007
4,VS-C,PANNs,ENSC-L2,0.8435,0.0,0.8866,0.0034,0.0431,0.0034
5,VS-C,PANNs,PSH-L2,0.8468,0.0,0.8733,0.0015,0.0265,0.0015
6,VS-C,PANNs,TST-L2,0.367,0.0,0.8498,0.0037,0.4828,0.0037
7,VS-C,PANNs,Global,0.7933,0.0,0.8864,0.0005,0.0932,0.0005
