,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,PANNs,WHN-L1,0.8671,0.0001,0.8988,0.0033,0.0317,0.0032
1,VS-C,PANNs,ENQ-L1,0.8624,0.0,0.8912,0.0025,0.0287,0.0025
2,VS-C,PANNs,END1-L1,0.895,0.0,0.9047,0.0022,0.0097,0.0022
3,VS-C,PANNs,END2-L1,0.8881,0.0,0.9033,0.0016,0.0153,0.0016
4,VS-C,PANNs,ENSC-L1,0.8404,0.0,0.8881,0.0041,0.0476,0.0041
5,VS-C,PANNs,PSH-L1,0.862,0.0002,0.88,0.0027,0.0179,0.0028
6,VS-C,PANNs,TST-L1,0.3658,0.0002,0.855,0.0121,0.4892,0.012
7,VS-C,PANNs,Global,0.7973,0.0001,0.8887,0.0009,0.0914,0.0008
