,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,HuBERT,WHN-L1,0.5795,0.0,0.8957,0.0011,0.3162,0.0011
1,VS-C,HuBERT,ENQ-L1,0.6966,0.0002,0.9,0.0017,0.2033,0.0017
2,VS-C,HuBERT,END1-L1,0.8482,0.0,0.9102,0.003,0.0619,0.003
3,VS-C,HuBERT,END2-L1,0.8335,0.0,0.9152,0.0014,0.0818,0.0014
4,VS-C,HuBERT,ENSC-L1,0.6399,0.0001,0.8952,0.0015,0.2554,0.0015
5,VS-C,HuBERT,PSH-L1,0.8878,0.0001,0.8896,0.003,0.0017,0.003
6,VS-C,HuBERT,TST-L1,0.7084,0.0002,0.9036,0.0012,0.1953,0.0014
7,VS-C,HuBERT,Global,0.742,0.0,0.9014,0.0014,0.1594,0.0015
