,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,HuBERT,WHN-L2,0.5806,0.0,0.8918,0.0022,0.3112,0.0022
1,VS-C,HuBERT,ENQ-L2,0.7296,0.0,0.905,0.0009,0.1754,0.0009
2,VS-C,HuBERT,END1-L2,0.834,0.0,0.9101,0.0012,0.076,0.0012
3,VS-C,HuBERT,END2-L2,0.7875,0.0,0.9131,0.0008,0.1255,0.0008
4,VS-C,HuBERT,ENSC-L2,0.6809,0.0,0.8923,0.0011,0.2115,0.0011
5,VS-C,HuBERT,PSH-L2,0.863,0.0,0.8693,0.0012,0.0063,0.0012
6,VS-C,HuBERT,TST-L2,0.7048,0.0,0.898,0.0006,0.1931,0.0006
7,VS-C,HuBERT,Global,0.7401,0.0,0.8971,0.0005,0.157,0.0005
