,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,AMAuT,WHN-L2,0.7141,0.0001,0.9035,0.0008,0.1894,0.0007
1,VS-C,AMAuT,ENQ-L2,0.7859,0.0,0.8917,0.0012,0.1059,0.0012
2,VS-C,AMAuT,END1-L2,0.8173,0.0,0.9089,0.001,0.0916,0.001
3,VS-C,AMAuT,END2-L2,0.8064,0.0001,0.9069,0.001,0.1005,0.0009
4,VS-C,AMAuT,ENSC-L2,0.7252,0.0001,0.8915,0.0015,0.1663,0.0015
5,VS-C,AMAuT,PSH-L2,0.8109,0.0,0.8771,0.0016,0.0662,0.0016
6,VS-C,AMAuT,TST-L2,0.7767,0.0,0.8981,0.0014,0.1215,0.0014
7,VS-C,AMAuT,Global,0.7766,0.0,0.8968,0.0005,0.1202,0.0005
