,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,HuBERT,WHN-L1,0.7066,0.0,0.6987,0.0176,-0.0079,0.0176
1,RS-C,HuBERT,ENQ-L1,0.7009,0.0,0.705,0.0091,0.0041,0.0091
2,RS-C,HuBERT,END1-L1,0.8341,0.0,0.8434,0.0208,0.0093,0.0208
3,RS-C,HuBERT,END2-L1,0.7927,0.0,0.8005,0.0174,0.0078,0.0174
4,RS-C,HuBERT,ENSC-L1,0.6561,0.0,0.6456,0.0235,-0.0105,0.0235
5,RS-C,HuBERT,PSH-L1,0.8761,0.0,0.872,0.009,-0.004,0.009
6,RS-C,HuBERT,TST-L1,0.7248,0.0,0.7091,0.0353,-0.0158,0.0353
7,RS-C,HuBERT,Global,0.7444,0.0,0.7448,0.0009,0.0004,0.0009
