,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,AMAuT,WHN-L1,0.7834,0.0,0.9664,0.0027,0.1831,0.0027
1,RS-C,AMAuT,ENQ-L1,0.6493,0.0,0.9318,0.0067,0.2825,0.0067
2,RS-C,AMAuT,END1-L1,0.8274,0.0,0.9669,0.0044,0.1396,0.0044
3,RS-C,AMAuT,END2-L1,0.7671,0.0,0.9593,0.0039,0.1922,0.0039
4,RS-C,AMAuT,ENSC-L1,0.7066,0.0,0.9472,0.0046,0.2406,0.0046
5,RS-C,AMAuT,PSH-L1,0.7963,0.0,0.9717,0.0014,0.1754,0.0014
6,RS-C,AMAuT,TST-L1,0.6704,0.0,0.9807,0.0013,0.3103,0.0013
7,RS-C,AMAuT,Global,0.74,0.0,0.9628,0.0035,0.2228,0.0035
