,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,HuBERT,WHN-L2,0.5806,0.0001,0.9208,0.0008,0.3402,0.0009
1,VS-C,HuBERT,ENQ-L2,0.7296,0.0,0.9188,0.0006,0.1892,0.0006
2,VS-C,HuBERT,END1-L2,0.8339,0.0002,0.9254,0.0002,0.0915,0.0003
3,VS-C,HuBERT,END2-L2,0.7876,0.0002,0.9245,0.001,0.1368,0.0009
4,VS-C,HuBERT,ENSC-L2,0.6809,0.0,0.918,0.001,0.2371,0.001
5,VS-C,HuBERT,PSH-L2,0.863,0.0,0.8928,0.0014,0.0299,0.0014
6,VS-C,HuBERT,TST-L2,0.7048,0.0001,0.92,0.0014,0.2153,0.0015
7,VS-C,HuBERT,Global,0.74,0.0,0.9172,0.0004,0.1771,0.0003
