,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,HuBERT,WHN-L1,0.5795,0.0,0.9224,0.0007,0.3429,0.0007
1,VS-C,HuBERT,ENQ-L1,0.6966,0.0002,0.9171,0.001,0.2206,0.001
2,VS-C,HuBERT,END1-L1,0.8482,0.0,0.9261,0.0008,0.0779,0.0008
3,VS-C,HuBERT,END2-L1,0.8335,0.0,0.9251,0.0008,0.0916,0.0008
4,VS-C,HuBERT,ENSC-L1,0.6398,0.0002,0.9211,0.0006,0.2814,0.0006
5,VS-C,HuBERT,PSH-L1,0.8879,0.0002,0.9053,0.002,0.0174,0.002
6,VS-C,HuBERT,TST-L1,0.7082,0.0001,0.9211,0.0007,0.2129,0.0008
7,VS-C,HuBERT,Global,0.742,0.0,0.9198,0.0004,0.1778,0.0004
