,Model,Num of Params,Corruption,Accuracy
0,AMAuT,103072070,WHN-L2,0.9345751930940481
1,AMAuT,103072070,ENQ-L2,0.9095865515674694
2,AMAuT,103072070,END1-L2,0.9393911858246252
3,AMAuT,103072070,END2-L2,0.9407542026351658
4,AMAuT,103072070,ENSC-L2,0.9062244434348024
5,AMAuT,103072070,PSH-L2,0.8902317128577919
6,AMAuT,103072070,TST-L2,0.950658791458428
7,AMAuT,103072070,Global,0.9244888686960473
