,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,AMAuT,WHN-L2,0.7585,0.0001,0.9362,0.0005,0.1778,0.0005
1,SC2-C,AMAuT,ENQ-L2,0.8569,0.0,0.9115,0.0011,0.0546,0.0012
2,SC2-C,AMAuT,END1-L2,0.9078,0.0,0.9392,0.0008,0.0314,0.0008
3,SC2-C,AMAuT,END2-L2,0.902,0.0,0.9401,0.0012,0.038,0.0012
4,SC2-C,AMAuT,ENSC-L2,0.7493,0.0,0.9077,0.0014,0.1584,0.0014
5,SC2-C,AMAuT,PSH-L2,0.5857,0.0,0.8907,0.0007,0.305,0.0008
6,SC2-C,AMAuT,TST-L2,0.8742,0.0001,0.9503,0.0007,0.0761,0.0007
7,SC2-C,AMAuT,Global,0.8049,0.0,0.9251,0.0006,0.1202,0.0006
