,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,AMAuT,WHN-L1,0.7748,0.0001,0.9402,0.0009,0.1653,0.0008
1,SC2-C,AMAuT,ENQ-L1,0.8451,0.0,0.9149,0.0004,0.0698,0.0004
2,SC2-C,AMAuT,END1-L1,0.9038,0.0,0.9359,0.0007,0.032,0.0007
3,SC2-C,AMAuT,END2-L1,0.9084,0.0001,0.9422,0.0006,0.0338,0.0007
4,SC2-C,AMAuT,ENSC-L1,0.7435,0.0001,0.9253,0.0012,0.1818,0.0012
5,SC2-C,AMAuT,PSH-L1,0.7395,0.0001,0.9093,0.0011,0.1697,0.0011
6,SC2-C,AMAuT,TST-L1,0.8871,0.0,0.954,0.0006,0.0669,0.0005
7,SC2-C,AMAuT,Global,0.8289,0.0,0.9317,0.0005,0.1028,0.0005
