,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,HuBERT,WHN-L1,0.9354,0.0,0.972,0.0002,0.0366,0.0002
1,SC2-C,HuBERT,ENQ-L1,0.9346,0.0,0.9659,0.0004,0.0313,0.0004
2,SC2-C,HuBERT,END1-L1,0.9577,0.0,0.9696,0.0002,0.0119,0.0002
3,SC2-C,HuBERT,END2-L1,0.964,0.0,0.9721,0.0002,0.0081,0.0002
4,SC2-C,HuBERT,ENSC-L1,0.9197,0.0,0.9687,0.0004,0.0491,0.0004
5,SC2-C,HuBERT,PSH-L1,0.8268,0.0,0.9646,0.0009,0.1378,0.0009
6,SC2-C,HuBERT,TST-L1,0.9431,0.0,0.9725,0.0005,0.0294,0.0005
7,SC2-C,HuBERT,Global,0.9259,0.0,0.9693,0.0002,0.0434,0.0002
