,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,AMAuT,WHN-L2,0.7584,0.0,0.8467,0.004,0.0883,0.004
1,SC2-C,AMAuT,ENQ-L2,0.8568,0.0001,0.874,0.001,0.0171,0.0009
2,SC2-C,AMAuT,END1-L2,0.9078,0.0,0.9186,0.0014,0.0108,0.0014
3,SC2-C,AMAuT,END2-L2,0.902,0.0,0.9155,0.0009,0.0134,0.0009
4,SC2-C,AMAuT,ENSC-L2,0.7493,0.0001,0.8295,0.0023,0.0802,0.0024
5,SC2-C,AMAuT,PSH-L2,0.5857,0.0,0.6224,0.001,0.0367,0.001
6,SC2-C,AMAuT,TST-L2,0.8742,0.0001,0.919,0.0018,0.0448,0.0018
7,SC2-C,AMAuT,Global,0.8049,0.0,0.8465,0.001,0.0416,0.001
