,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,HuBERT,WHN-L1,0.7066,0.0,0.9564,0.0029,0.2498,0.0029
1,RS-C,HuBERT,ENQ-L1,0.7009,0.0,0.938,0.0019,0.237,0.0019
2,RS-C,HuBERT,END1-L1,0.8341,0.0,0.9683,0.0024,0.1342,0.0024
3,RS-C,HuBERT,END2-L1,0.7927,0.0,0.957,0.0015,0.1643,0.0015
4,RS-C,HuBERT,ENSC-L1,0.6561,0.0,0.9398,0.0013,0.2837,0.0013
5,RS-C,HuBERT,PSH-L1,0.8761,0.0,0.974,0.0026,0.098,0.0026
6,RS-C,HuBERT,TST-L1,0.7248,0.0,0.9764,0.0027,0.2515,0.0027
7,RS-C,HuBERT,Global,0.7444,0.0,0.959,0.0018,0.2146,0.0018
