,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,US8-C,HuBERT,WHN-L2,0.613,0.0,0.7394,0.0031,0.1264,0.0031
1,US8-C,HuBERT,ENSC-L2,0.5246,0.0,0.7186,0.0055,0.1939,0.0055
2,US8-C,HuBERT,PSH-L2,0.6067,0.0,0.7119,0.0021,0.1052,0.0021
3,US8-C,HuBERT,TST-L2,0.439,0.0,0.7374,0.0014,0.2984,0.0014
4,US8-C,HuBERT,Global,0.564,0.0,0.727,0.002,0.163,0.002
