,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,HuBERT,WHN-L1,0.5795,0.0,0.9222,0.0017,0.3427,0.0017
1,VS-C,HuBERT,ENQ-L1,0.6966,0.0002,0.9191,0.0007,0.2226,0.0008
2,VS-C,HuBERT,END1-L1,0.8482,0.0,0.926,0.0003,0.0777,0.0003
3,VS-C,HuBERT,END2-L1,0.8335,0.0,0.9254,0.0007,0.0919,0.0007
4,VS-C,HuBERT,ENSC-L1,0.6398,0.0002,0.922,0.0002,0.2821,0.0003
5,VS-C,HuBERT,PSH-L1,0.8879,0.0002,0.9049,0.0032,0.017,0.0032
6,VS-C,HuBERT,TST-L1,0.7084,0.0002,0.9217,0.0017,0.2134,0.0018
7,VS-C,HuBERT,Global,0.742,0.0,0.9202,0.0007,0.1782,0.0007
