,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,AMAuT,WHN-L1,0.7268,0.0,0.8803,0.0036,0.1534,0.0036
1,VS-C,AMAuT,ENQ-L1,0.785,0.0,0.8868,0.0011,0.1018,0.0011
2,VS-C,AMAuT,END1-L1,0.8212,0.0,0.9033,0.0024,0.0821,0.0024
3,VS-C,AMAuT,END2-L1,0.8148,0.0,0.9026,0.0021,0.0878,0.0021
4,VS-C,AMAuT,ENSC-L1,0.7216,0.0001,0.8745,0.0039,0.1529,0.0038
5,VS-C,AMAuT,PSH-L1,0.8358,0.0002,0.8822,0.0034,0.0464,0.0033
6,VS-C,AMAuT,TST-L1,0.7815,0.0002,0.8676,0.0038,0.086,0.0039
7,VS-C,AMAuT,Global,0.7838,0.0,0.8853,0.0014,0.1015,0.0014
