,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,US8-C,PANNs,WHN-L1,0.8211,0.0,0.8654,0.0024,0.0442,0.0024
1,US8-C,PANNs,ENSC-L1,0.7139,0.0,0.8487,0.0027,0.1348,0.0027
2,US8-C,PANNs,PSH-L1,0.803,0.0,0.8593,0.0014,0.0563,0.0014
3,US8-C,PANNs,TST-L1,0.5113,0.0,0.8627,0.003,0.3513,0.003
4,US8-C,PANNs,Global,0.722,0.0,0.8588,0.0015,0.1368,0.0015
