,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,PANNs,WHN-L1,0.7129,0.0,0.8572,0.0009,0.1443,0.0008
1,SC2-C,PANNs,ENQ-L1,0.7519,0.0,0.8263,0.0008,0.0743,0.0008
2,SC2-C,PANNs,END1-L1,0.8368,0.0,0.8654,0.0011,0.0286,0.0011
3,SC2-C,PANNs,END2-L1,0.8401,0.0,0.869,0.0005,0.029,0.0005
4,SC2-C,PANNs,ENSC-L1,0.6817,0.0,0.84,0.0015,0.1583,0.0015
5,SC2-C,PANNs,PSH-L1,0.7042,0.0,0.7796,0.001,0.0753,0.0009
6,SC2-C,PANNs,TST-L1,0.7071,0.0,0.8768,0.0012,0.1698,0.0012
7,SC2-C,PANNs,Global,0.7478,0.0,0.8449,0.0006,0.0971,0.0006
