,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,PANNs,WHN-L2,0.808,0.0,0.9569,0.004,0.1489,0.004
1,RS-C,PANNs,ENQ-L2,0.7688,0.0,0.9272,0.014,0.1584,0.014
2,RS-C,PANNs,END1-L2,0.8797,0.0,0.9622,0.002,0.0825,0.002
3,RS-C,PANNs,END2-L2,0.8361,0.0,0.9484,0.0052,0.1123,0.0052
4,RS-C,PANNs,ENSC-L2,0.747,0.0,0.9306,0.0074,0.1836,0.0074
5,RS-C,PANNs,PSH-L2,0.9265,0.0,0.9721,0.0023,0.0456,0.0023
6,RS-C,PANNs,TST-L2,0.6823,0.0,0.9354,0.0128,0.2531,0.0128
7,RS-C,PANNs,Global,0.7962,0.0,0.946,0.0078,0.1497,0.0078
