,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,US8-C,AMAuT,WHN-L2,0.6111,0.0,0.7751,0.0011,0.1639,0.0011
1,US8-C,AMAuT,ENSC-L2,0.5539,0.0002,0.7603,0.003,0.2065,0.0029
2,US8-C,AMAuT,PSH-L2,0.5549,0.0,0.7329,0.0028,0.178,0.0028
3,US8-C,AMAuT,TST-L2,0.518,0.0,0.7696,0.0019,0.2516,0.0019
4,US8-C,AMAuT,Global,0.5594,0.0,0.7596,0.0011,0.2002,0.0011
