,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,US8-C,HuBERT,WHN-L1,0.6201,0.0,0.6313,0.0105,0.0113,0.0105
1,US8-C,HuBERT,ENSC-L1,0.5068,0.0,0.5262,0.0085,0.0194,0.0085
2,US8-C,HuBERT,PSH-L1,0.6512,0.0,0.6286,0.0117,-0.0226,0.0117
3,US8-C,HuBERT,TST-L1,0.4375,0.0,0.458,0.0211,0.0205,0.0211
4,US8-C,HuBERT,Global,0.5739,0.0,0.5818,0.0028,0.008,0.0028
