,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,US8-C,HuBERT,WHN-L1,0.6201,0.0,0.7529,0.0016,0.1328,0.0016
1,US8-C,HuBERT,ENSC-L1,0.5068,0.0,0.7436,0.0018,0.2368,0.0018
2,US8-C,HuBERT,PSH-L1,0.6512,0.0,0.7285,0.002,0.0773,0.002
3,US8-C,HuBERT,TST-L1,0.4375,0.0,0.746,0.003,0.3085,0.003
4,US8-C,HuBERT,Global,0.5739,0.0,0.7428,0.0013,0.1689,0.0013
