,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,US8-C,AMAuT,WHN-L1,0.6045,0.0,0.7816,0.0024,0.1771,0.0024
1,US8-C,AMAuT,ENSC-L1,0.5349,0.0,0.7735,0.0008,0.2386,0.0008
2,US8-C,AMAuT,PSH-L1,0.6036,0.0,0.7485,0.0032,0.145,0.0032
3,US8-C,AMAuT,TST-L1,0.5184,0.0,0.7757,0.0029,0.2573,0.0029
4,US8-C,AMAuT,Global,0.5665,0.0,0.77,0.0018,0.2035,0.0017
