,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,AMAuT,WHN-L2,0.7142,0.0001,0.9013,0.0007,0.1871,0.0007
1,VS-C,AMAuT,ENQ-L2,0.786,0.0002,0.8913,0.0012,0.1054,0.0012
2,VS-C,AMAuT,END1-L2,0.8173,0.0,0.9079,0.0008,0.0906,0.0008
3,VS-C,AMAuT,END2-L2,0.8062,0.0,0.906,0.0009,0.0999,0.0009
4,VS-C,AMAuT,ENSC-L2,0.7252,0.0001,0.8873,0.0019,0.1621,0.0019
5,VS-C,AMAuT,PSH-L2,0.8109,0.0,0.8759,0.0014,0.0649,0.0014
6,VS-C,AMAuT,TST-L2,0.7768,0.0002,0.8959,0.0022,0.119,0.0022
7,VS-C,AMAuT,Global,0.7767,0.0001,0.8951,0.0004,0.1184,0.0004
