,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,AMAuT,WHN-L1,0.7268,0.0,0.9024,0.0013,0.1755,0.0013
1,VS-C,AMAuT,ENQ-L1,0.785,0.0,0.8914,0.0008,0.1064,0.0008
2,VS-C,AMAuT,END1-L1,0.8212,0.0,0.9063,0.0008,0.0851,0.0008
3,VS-C,AMAuT,END2-L1,0.8148,0.0,0.906,0.0006,0.0912,0.0006
4,VS-C,AMAuT,ENSC-L1,0.7215,0.0,0.8967,0.0016,0.1752,0.0016
5,VS-C,AMAuT,PSH-L1,0.8358,0.0001,0.8911,0.0012,0.0553,0.0013
6,VS-C,AMAuT,TST-L1,0.7815,0.0002,0.9029,0.0007,0.1214,0.0007
7,VS-C,AMAuT,Global,0.7838,0.0,0.8995,0.0005,0.1157,0.0005
