,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,PANNs,WHN-L2,0.808,0.0,0.9552,0.0029,0.1472,0.0029
1,RS-C,PANNs,ENQ-L2,0.7688,0.0,0.9371,0.0015,0.1682,0.0015
2,RS-C,PANNs,END1-L2,0.8797,0.0,0.9635,0.0011,0.0838,0.0011
3,RS-C,PANNs,END2-L2,0.8361,0.0,0.9519,0.0005,0.1159,0.0005
4,RS-C,PANNs,ENSC-L2,0.747,0.0,0.9351,0.002,0.1881,0.002
5,RS-C,PANNs,PSH-L2,0.9265,0.0,0.9703,0.0009,0.0438,0.0009
6,RS-C,PANNs,TST-L2,0.6823,0.0,0.9531,0.0026,0.2709,0.0026
7,RS-C,PANNs,Global,0.7962,0.0,0.9509,0.0006,0.1547,0.0006
