,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,PANNs,WHN-L1,0.815,0.0,0.9575,0.0028,0.1425,0.0028
1,RS-C,PANNs,ENQ-L1,0.7616,0.0,0.9335,0.0027,0.1719,0.0027
2,RS-C,PANNs,END1-L1,0.8816,0.0,0.9614,0.0027,0.0799,0.0027
3,RS-C,PANNs,END2-L1,0.8504,0.0,0.9517,0.0017,0.1013,0.0017
4,RS-C,PANNs,ENSC-L1,0.7391,0.0,0.9437,0.0032,0.2045,0.0032
5,RS-C,PANNs,PSH-L1,0.9325,0.0,0.9735,0.0014,0.0409,0.0014
6,RS-C,PANNs,TST-L1,0.7108,0.0,0.9574,0.0009,0.2466,0.0009
7,RS-C,PANNs,Global,0.8015,0.0,0.9528,0.0019,0.1513,0.0019
