,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,PANNs,WHN-L2,0.8624,0.0,0.8943,0.0029,0.0319,0.0029
1,VS-C,PANNs,ENQ-L2,0.8619,0.0,0.8969,0.0021,0.035,0.0021
2,VS-C,PANNs,END1-L2,0.8906,0.0,0.9043,0.0021,0.0138,0.0021
3,VS-C,PANNs,END2-L2,0.8805,0.0,0.9052,0.002,0.0247,0.002
4,VS-C,PANNs,ENSC-L2,0.8433,0.0002,0.8873,0.0017,0.044,0.0018
5,VS-C,PANNs,PSH-L2,0.8468,0.0,0.8733,0.0018,0.0265,0.0018
6,VS-C,PANNs,TST-L2,0.3668,0.0001,0.8404,0.009,0.4736,0.009
7,VS-C,PANNs,Global,0.7932,0.0,0.886,0.0003,0.0928,0.0003
