,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,PANNs,WHN-L1,0.8669,0.0,0.8981,0.0033,0.0312,0.0033
1,VS-C,PANNs,ENQ-L1,0.8624,0.0,0.8913,0.0019,0.0288,0.0019
2,VS-C,PANNs,END1-L1,0.895,0.0,0.9042,0.0019,0.0092,0.0019
3,VS-C,PANNs,END2-L1,0.8878,0.0001,0.9026,0.0016,0.0148,0.0016
4,VS-C,PANNs,ENSC-L1,0.8404,0.0,0.8869,0.0037,0.0464,0.0037
5,VS-C,PANNs,PSH-L1,0.8621,0.0001,0.8821,0.0025,0.02,0.0025
6,VS-C,PANNs,TST-L1,0.3659,0.0,0.8501,0.0123,0.4842,0.0123
7,VS-C,PANNs,Global,0.7972,0.0,0.8879,0.0005,0.0907,0.0005
