,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,PANNs,WHN-L2,0.8624,0.0,0.854,0.0088,-0.0085,0.0088
1,VS-C,PANNs,ENQ-L2,0.8619,0.0,0.851,0.0062,-0.0109,0.0062
2,VS-C,PANNs,END1-L2,0.8906,0.0,0.8668,0.0075,-0.0238,0.0075
3,VS-C,PANNs,END2-L2,0.8805,0.0,0.8687,0.0091,-0.0118,0.0091
4,VS-C,PANNs,ENSC-L2,0.8435,0.0,0.8363,0.0101,-0.0072,0.0101
5,VS-C,PANNs,PSH-L2,0.8468,0.0,0.8128,0.0075,-0.0341,0.0075
6,VS-C,PANNs,TST-L2,0.3668,0.0001,0.5789,0.0425,0.2121,0.0424
7,VS-C,PANNs,Global,0.7932,0.0,0.8098,0.0021,0.0166,0.0021
