,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,AMAuT,WHN-L1,0.7268,0.0,0.8555,0.0041,0.1287,0.0041
1,VS-C,AMAuT,ENQ-L1,0.785,0.0,0.8626,0.0004,0.0776,0.0004
2,VS-C,AMAuT,END1-L1,0.8212,0.0,0.8878,0.0015,0.0666,0.0015
3,VS-C,AMAuT,END2-L1,0.8148,0.0,0.8879,0.0009,0.0731,0.0009
4,VS-C,AMAuT,ENSC-L1,0.7216,0.0001,0.8475,0.0076,0.1259,0.0076
5,VS-C,AMAuT,PSH-L1,0.8358,0.0002,0.8397,0.003,0.0039,0.003
6,VS-C,AMAuT,TST-L1,0.7815,0.0002,0.8583,0.0043,0.0767,0.0043
7,VS-C,AMAuT,Global,0.7838,0.0,0.8628,0.002,0.0789,0.0021
