,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,AMAuT,WHN-L2,0.7141,0.0002,0.8605,0.0018,0.1464,0.0018
1,VS-C,AMAuT,ENQ-L2,0.786,0.0002,0.8662,0.0025,0.0802,0.0025
2,VS-C,AMAuT,END1-L2,0.8173,0.0,0.8865,0.0034,0.0692,0.0034
3,VS-C,AMAuT,END2-L2,0.8063,0.0002,0.8894,0.0028,0.0831,0.0028
4,VS-C,AMAuT,ENSC-L2,0.7253,0.0002,0.8524,0.002,0.1272,0.002
5,VS-C,AMAuT,PSH-L2,0.8109,0.0,0.8105,0.0089,-0.0004,0.0089
6,VS-C,AMAuT,TST-L2,0.7767,0.0001,0.8426,0.007,0.0658,0.0069
7,VS-C,AMAuT,Global,0.7767,0.0,0.8583,0.0026,0.0816,0.0026
