,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,PANNs,WHN-L1,0.7129,0.0,0.8608,0.0008,0.1479,0.0008
1,SC2-C,PANNs,ENQ-L1,0.7519,0.0001,0.8297,0.0008,0.0778,0.0008
2,SC2-C,PANNs,END1-L1,0.8368,0.0,0.8677,0.0009,0.0309,0.0009
3,SC2-C,PANNs,END2-L1,0.84,0.0,0.8715,0.0013,0.0315,0.0013
4,SC2-C,PANNs,ENSC-L1,0.6816,0.0001,0.8441,0.0012,0.1625,0.0011
5,SC2-C,PANNs,PSH-L1,0.7042,0.0,0.7844,0.0013,0.0802,0.0012
6,SC2-C,PANNs,TST-L1,0.707,0.0,0.8787,0.0011,0.1717,0.0011
7,SC2-C,PANNs,Global,0.7478,0.0,0.8481,0.0005,0.1004,0.0005
