,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,PANNs,WHN-L2,0.7043,0.0,0.8446,0.0019,0.1402,0.0019
1,SC2-C,PANNs,ENQ-L2,0.7647,0.0,0.827,0.0011,0.0622,0.0011
2,SC2-C,PANNs,END1-L2,0.8401,0.0,0.869,0.0006,0.029,0.0006
3,SC2-C,PANNs,END2-L2,0.8354,0.0,0.8665,0.001,0.0311,0.001
4,SC2-C,PANNs,ENSC-L2,0.688,0.0,0.8187,0.0011,0.1308,0.0011
5,SC2-C,PANNs,PSH-L2,0.5676,0.0,0.7187,0.0018,0.1511,0.0018
6,SC2-C,PANNs,TST-L2,0.6909,0.0,0.8693,0.0032,0.1784,0.0032
7,SC2-C,PANNs,Global,0.7273,0.0,0.8305,0.001,0.1033,0.001
