,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,US8-C,PANNs,WHN-L2,0.8269,0.0,0.8678,0.0024,0.0408,0.0024
1,US8-C,PANNs,ENSC-L2,0.7117,0.0,0.8407,0.0029,0.129,0.0029
2,US8-C,PANNs,PSH-L2,0.7919,0.0,0.8496,0.0028,0.0576,0.0028
3,US8-C,PANNs,TST-L2,0.5005,0.0,0.8661,0.0049,0.3657,0.0049
4,US8-C,PANNs,Global,0.718,0.0,0.8559,0.002,0.1379,0.002
