,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,AMAuT,WHN-L1,0.7834,0.0,0.9556,0.0018,0.1722,0.0018
1,RS-C,AMAuT,ENQ-L1,0.6493,0.0,0.9129,0.003,0.2636,0.003
2,RS-C,AMAuT,END1-L1,0.8274,0.0,0.9625,0.0015,0.1351,0.0015
3,RS-C,AMAuT,END2-L1,0.7671,0.0,0.9525,0.0016,0.1854,0.0016
4,RS-C,AMAuT,ENSC-L1,0.7066,0.0,0.9378,0.0053,0.2311,0.0053
5,RS-C,AMAuT,PSH-L1,0.7963,0.0,0.9431,0.0042,0.1468,0.0042
6,RS-C,AMAuT,TST-L1,0.6704,0.0,0.9114,0.0139,0.241,0.0139
7,RS-C,AMAuT,Global,0.74,0.0,0.938,0.0019,0.198,0.0019
