,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,AMAuT,WHN-L2,0.7675,0.0,0.7634,0.0059,-0.0041,0.0059
1,RS-C,AMAuT,ENQ-L2,0.6568,0.0,0.6978,0.0042,0.041,0.0042
2,RS-C,AMAuT,END1-L2,0.8405,0.0,0.8993,0.003,0.0588,0.003
3,RS-C,AMAuT,END2-L2,0.7491,0.0,0.816,0.003,0.0669,0.003
4,RS-C,AMAuT,ENSC-L2,0.6953,0.0,0.7251,0.0046,0.0298,0.0046
5,RS-C,AMAuT,PSH-L2,0.7673,0.0,0.7436,0.0059,-0.0237,0.0059
6,RS-C,AMAuT,TST-L2,0.6751,0.0,0.7076,0.0058,0.0326,0.0058
7,RS-C,AMAuT,Global,0.7337,0.0,0.7662,0.0041,0.0325,0.0041
