,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,PANNs,WHN-L1,0.8672,0.0,0.8815,0.0063,0.0144,0.0063
1,VS-C,PANNs,ENQ-L1,0.8624,0.0,0.881,0.0033,0.0185,0.0033
2,VS-C,PANNs,END1-L1,0.895,0.0,0.8906,0.0056,-0.0045,0.0056
3,VS-C,PANNs,END2-L1,0.8881,0.0,0.8886,0.0066,0.0006,0.0066
4,VS-C,PANNs,ENSC-L1,0.8404,0.0,0.8675,0.0091,0.0271,0.0091
5,VS-C,PANNs,PSH-L1,0.8622,0.0,0.8757,0.0009,0.0135,0.0009
6,VS-C,PANNs,TST-L1,0.3659,0.0,0.7691,0.0356,0.4032,0.0356
7,VS-C,PANNs,Global,0.7973,0.0,0.8649,0.0011,0.0675,0.0011
