,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,PANNs,WHN-L2,0.8624,0.0,0.8776,0.0041,0.0151,0.0041
1,VS-C,PANNs,ENQ-L2,0.8619,0.0,0.8802,0.0032,0.0183,0.0032
2,VS-C,PANNs,END1-L2,0.8906,0.0,0.8889,0.0038,-0.0017,0.0038
3,VS-C,PANNs,END2-L2,0.8805,0.0,0.8906,0.0044,0.01,0.0044
4,VS-C,PANNs,ENSC-L2,0.8435,0.0,0.8702,0.0036,0.0267,0.0036
5,VS-C,PANNs,PSH-L2,0.8468,0.0,0.8623,0.0018,0.0155,0.0018
6,VS-C,PANNs,TST-L2,0.367,0.0,0.7479,0.0112,0.3809,0.0112
7,VS-C,PANNs,Global,0.7933,0.0,0.8597,0.0013,0.0664,0.0013
