,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,VS-C,AMAuT,WHN-L2,0.7143,0.0,0.9011,0.0009,0.1869,0.0009
1,VS-C,AMAuT,ENQ-L2,0.7859,0.0001,0.8882,0.001,0.1023,0.001
2,VS-C,AMAuT,END1-L2,0.8174,0.0001,0.9065,0.0011,0.0892,0.001
3,VS-C,AMAuT,END2-L2,0.8062,0.0,0.905,0.0007,0.0988,0.0007
4,VS-C,AMAuT,ENSC-L2,0.7253,0.0002,0.8907,0.0013,0.1654,0.0012
5,VS-C,AMAuT,PSH-L2,0.8109,0.0,0.877,0.0015,0.0661,0.0015
6,VS-C,AMAuT,TST-L2,0.7767,0.0,0.8957,0.0022,0.119,0.0022
7,VS-C,AMAuT,Global,0.7767,0.0,0.8949,0.0004,0.1182,0.0004
