,Model,Num of Params,Corruption,Befor Adaptation,After Adaptation
0,PANNs,84780131,WHN-L1,0.8211105472892044,0.8628405994646003
1,PANNs,84780131,ENSC-L1,0.713885750105573,0.8452168138476408
2,PANNs,84780131,PSH-L1,0.8029558054940912,0.8526532223706449
3,PANNs,84780131,TST-L1,0.5113389113114346,0.8645290261638214
4,PANNs,84780131,Global,0.721990647893282,0.8560511557041209
