,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,PANNs,WHN-L1,0.8211,0.0,0.8642,0.0024,0.0431,0.0024
1,SC2-C,PANNs,ENSC-L1,0.7139,0.0,0.8473,0.0012,0.1334,0.0012
2,SC2-C,PANNs,PSH-L1,0.803,0.0,0.8549,0.0023,0.0519,0.0023
3,SC2-C,PANNs,TST-L1,0.5113,0.0,0.8637,0.0026,0.3524,0.0026
4,SC2-C,PANNs,Global,0.722,0.0,0.8573,0.0012,0.1353,0.0012
