,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,US8-C,AMAuT,WHN-L1,0.6045,0.0,0.7061,0.0093,0.1017,0.0093
1,US8-C,AMAuT,ENSC-L1,0.5349,0.0,0.7152,0.0111,0.1803,0.0111
2,US8-C,AMAuT,PSH-L1,0.6038,0.0004,0.6974,0.004,0.0935,0.0037
3,US8-C,AMAuT,TST-L1,0.5183,0.0,0.6513,0.0092,0.133,0.0091
4,US8-C,AMAuT,Global,0.5665,0.0001,0.6935,0.0051,0.127,0.0051
