,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,HuBERT,WHN-L1,0.9354,0.0,0.9734,0.0004,0.038,0.0004
1,SC2-C,HuBERT,ENQ-L1,0.9346,0.0,0.9672,0.0004,0.0327,0.0004
2,SC2-C,HuBERT,END1-L1,0.9577,0.0,0.9701,0.0005,0.0124,0.0005
3,SC2-C,HuBERT,END2-L1,0.964,0.0,0.9727,0.0002,0.0087,0.0002
4,SC2-C,HuBERT,ENSC-L1,0.9197,0.0,0.9701,0.0007,0.0504,0.0007
5,SC2-C,HuBERT,PSH-L1,0.8268,0.0,0.9643,0.0007,0.1375,0.0007
6,SC2-C,HuBERT,TST-L1,0.9431,0.0,0.9726,0.0005,0.0295,0.0005
7,SC2-C,HuBERT,Global,0.9259,0.0,0.9701,0.0002,0.0442,0.0002
