,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,HuBERT,WHN-L2,0.703,0.0,0.9449,0.0056,0.2418,0.0056
1,RS-C,HuBERT,ENQ-L2,0.7195,0.0,0.9341,0.0049,0.2146,0.0049
2,RS-C,HuBERT,END1-L2,0.8364,0.0,0.9598,0.0076,0.1234,0.0076
3,RS-C,HuBERT,END2-L2,0.7833,0.0,0.9492,0.005,0.1659,0.005
4,RS-C,HuBERT,ENSC-L2,0.6641,0.0,0.9269,0.0027,0.2627,0.0027
5,RS-C,HuBERT,PSH-L2,0.8419,0.0,0.9576,0.0039,0.1157,0.0039
6,RS-C,HuBERT,TST-L2,0.7296,0.0,0.9593,0.0055,0.2297,0.0055
7,RS-C,HuBERT,Global,0.7445,0.0,0.9477,0.0046,0.2032,0.0046
