,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,PANNs,WHN-L1,0.815,0.0,0.9612,0.0015,0.1462,0.0015
1,RS-C,PANNs,ENQ-L1,0.7616,0.0,0.931,0.0041,0.1694,0.0041
2,RS-C,PANNs,END1-L1,0.8816,0.0,0.9601,0.0009,0.0785,0.0009
3,RS-C,PANNs,END2-L1,0.8504,0.0,0.9505,0.0016,0.1001,0.0016
4,RS-C,PANNs,ENSC-L1,0.7391,0.0,0.9437,0.0013,0.2046,0.0013
5,RS-C,PANNs,PSH-L1,0.9325,0.0,0.9765,0.0009,0.044,0.0009
6,RS-C,PANNs,TST-L1,0.7108,0.0,0.9575,0.001,0.2467,0.001
7,RS-C,PANNs,Global,0.8015,0.0,0.9532,0.0011,0.1517,0.0011
