,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,US8-C,PANNs,WHN-L1,0.8211,0.0,0.8222,0.0019,0.0011,0.0019
1,US8-C,PANNs,ENSC-L1,0.7139,0.0,0.7832,0.0039,0.0693,0.0039
2,US8-C,PANNs,PSH-L1,0.8029,0.0001,0.7966,0.0028,-0.0063,0.0028
3,US8-C,PANNs,TST-L1,0.5113,0.0,0.8058,0.0031,0.2945,0.0031
4,US8-C,PANNs,Global,0.722,0.0,0.8023,0.0018,0.0803,0.0018
