,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,SC2-C,AMAuT,WHN-L1,0.7748,0.0001,0.9155,0.0028,0.1407,0.0027
1,SC2-C,AMAuT,ENQ-L1,0.8451,0.0,0.9065,0.0019,0.0614,0.002
2,SC2-C,AMAuT,END1-L1,0.9038,0.0,0.9364,0.001,0.0325,0.001
3,SC2-C,AMAuT,END2-L1,0.9084,0.0001,0.9425,0.0009,0.0341,0.0009
4,SC2-C,AMAuT,ENSC-L1,0.7435,0.0001,0.8984,0.002,0.1549,0.002
5,SC2-C,AMAuT,PSH-L1,0.7395,0.0,0.8973,0.0021,0.1579,0.0021
6,SC2-C,AMAuT,TST-L1,0.8871,0.0001,0.9433,0.0013,0.0562,0.0013
7,SC2-C,AMAuT,Global,0.8289,0.0,0.92,0.0008,0.0911,0.0008
