,Dataset,Algorithm,Corruption,Before-mean,Before-std,After-mean,After-std,Improve-mean,Improve-std
0,RS-C,AMAuT,WHN-L1,0.7834,0.0,0.9684,0.0014,0.1851,0.0014
1,RS-C,AMAuT,ENQ-L1,0.6493,0.0,0.9363,0.0023,0.287,0.0023
2,RS-C,AMAuT,END1-L1,0.8274,0.0,0.9692,0.0019,0.1418,0.0019
3,RS-C,AMAuT,END2-L1,0.7671,0.0,0.9622,0.0012,0.1951,0.0012
4,RS-C,AMAuT,ENSC-L1,0.7066,0.0,0.9498,0.0015,0.2431,0.0015
5,RS-C,AMAuT,PSH-L1,0.7963,0.0,0.9691,0.0014,0.1728,0.0014
6,RS-C,AMAuT,TST-L1,0.6704,0.0,0.9808,0.0008,0.3105,0.0008
7,RS-C,AMAuT,Global,0.74,0.0,0.9641,0.0015,0.224,0.0015
